playlist_name,playlist_id,music_name,music_id,music_explicit,music_popularity,album_name,album_id,album_image,album_release_date,artist_name,artist_id,music_duration,music_key,music_acousticness,music_danceability,music_energy,music_instrumentalness,music_liveness,music_loudness,music_mode,music_speechness,music_valence,music_tempo,artist_genres
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,"Nutshell - Live at the Majestic Theatre, Brooklyn, NY - April 1996",3QAE7ypzhNZzQxOjKCGHD9,False,57,Unplugged,5PdgIAHzwDvTZRjIGSQGtN,https://i.scdn.co/image/ab67616d0000b273f2b6bebda774909d71e0f796,1996-07-29,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,297107,3,0.328,0.36,0.548,0.217,0.971,-12.938,0,0.0468,0.244,121.801,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Would? (2022 Remaster),5sFDReWLrZHLFZFjHsjUTS,False,77,Dirt (2022 Remaster),58NXIEYqmq5dQHg9nV9duM,https://i.scdn.co/image/ab67616d0000b2731cd131e5e9ad887ad8c1ecb7,1992-09-29,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,206773,6,0.000327,0.305,0.833,2.36e-05,0.091,-7.981,1,0.0398,0.586,100.675,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Crazy Train,2b9lp5A6CqSzwOrBfAFhof,False,1,Blizzard of Ozz (Expanded Edition),6aGfK3YpRxZ1rJfaNRckLH,https://i.scdn.co/image/ab67616d0000b2735776e18c520194c48d92815b,1980-09-20,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,296200,9,0.36,0.453,0.905,0.000569,0.26,-4.001,1,0.115,0.474,137.571,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,No More Tears,7w6PJe5KBPyvuRYxFkPssC,False,76,No More Tears (Expanded Edition),6eh82ojicL8RSJF7GkYTh7,https://i.scdn.co/image/ab67616d0000b273c2b61984b54ad58c8d6fdd19,1991-09-17,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,443240,6,0.00167,0.346,0.749,8.86e-05,0.648,-6.506,1,0.035,0.315,102.591,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Killing In The Name,59WN2psjkt1tyaxjspN8fp,True,82,Rage Against The Machine - XX (20th Anniversary Special Edition),4Io5vWtmV1rFj4yirKb4y4,https://i.scdn.co/image/ab67616d0000b27354ab617bc2d4974ab6ffbece,1992,Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,313573,7,0.0266,0.466,0.833,0.0,0.0327,-4.215,1,0.304,0.661,88.785,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Eu quero ver o oco,1yH1aRNG6SwZXE9RsN0qRy,False,56,Lavô Tá Novo,7l5adEpdeFHKUIJDnXhmSS,https://i.scdn.co/image/ab67616d0000b273c1fa47aa2d3f38d56e5cb71e,1995-10-03,Raimundos,3CfJckVRuukdJSvK3r89yJ,251400,7,0.00231,0.669,0.96,0.0,0.104,-6.432,1,0.0606,0.58,121.27,"brazilian punk, brazilian punk rock, brazilian reggae, brazilian rock, hard rock brasileiro, rock brasiliense, rock nacional brasileiro"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Like a Stone,3YuaBvuZqcwN3CEAyyoaei,False,80,Audioslave,78guAsers0klWl6RwzgDLd,https://i.scdn.co/image/ab67616d0000b273a7292b6863258e889b78d787,2002-11-17,Audioslave,2ziB7fzrXBoh1HUPS6sVFn,293960,7,0.00797,0.614,0.568,0.0,0.0997,-5.477,0,0.0276,0.516,107.849,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Show Me How to Live,1Qdnvn4XlmZANCVy3XjrQo,False,72,Audioslave,78guAsers0klWl6RwzgDLd,https://i.scdn.co/image/ab67616d0000b273a7292b6863258e889b78d787,2002-11-17,Audioslave,2ziB7fzrXBoh1HUPS6sVFn,277840,9,0.000336,0.433,0.854,0.000177,0.162,-3.868,1,0.0483,0.368,89.4,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Be Yourself,3zwmW1gM4E8FlHXV5nE16u,False,72,Out of Exile,0HQhToIjonHnJRRPN4jeJU,https://i.scdn.co/image/ab67616d0000b27307301dd5fedf5ad64cde4882,2005-01-01,Audioslave,2ziB7fzrXBoh1HUPS6sVFn,278973,11,0.143,0.423,0.845,5.07e-06,0.213,-3.509,0,0.0559,0.317,116.602,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Smoke On The Water - Remastered 2012,5MMnwYs0hIxkENRsbkWJ2G,False,74,Machine Head (Remastered),32NQ56VZDTXSH3SMv4XSGN,https://i.scdn.co/image/ab67616d0000b273a729c9c3dec04b99d889c66f,1972-03-25,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,340742,0,0.13,0.598,0.676,0.225,0.112,-9.211,1,0.0279,0.805,114.169,"album rock, classic rock, hard rock, metal, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Mary Jane's Last Dance,3dmqIB2Qxe2XZobw9gXxJ6,False,76,Greatest Hits,3q6Bz38jmqRDkXI7j5Hb9Y,https://i.scdn.co/image/ab67616d0000b2730c3a1b46b6b846dfdfbc6a7d,2008-05-20,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,273600,7,0.0272,0.464,0.655,1.34e-06,0.328,-9.058,0,0.0608,0.531,169.515,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Plush,3jJZVeExYzVYiV6Y9Fl3DX,False,71,Core,7k1YOwYf369EX0aHeXApWp,https://i.scdn.co/image/ab67616d0000b273147e0a8a7c795a4eb7c511db,1992-09-29,Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,310347,7,0.0021,0.423,0.954,0.0,0.177,-3.157,0,0.047,0.5,144.553,"alternative metal, alternative rock, classic rock, grunge, hard rock, nu metal, post-grunge, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Plush - Acoustic,3ftHrCjsTUPLgI48m67byk,False,65,Thank You,1fyLNx6wxgDA59wFInnyup,https://i.scdn.co/image/ab67616d0000b27377696910e15c42a5e37636e5,2003-11-10,Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,230293,5,0.715,0.643,0.364,0.0,0.659,-11.018,0,0.04,0.283,133.377,"alternative metal, alternative rock, classic rock, grunge, hard rock, nu metal, post-grunge, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Under the Bridge,3d9DChrdc6BOeFsbrZ3Is0,False,87,Blood Sugar Sex Magik (Deluxe Edition),30Perjew8HyGkdSmqguYyg,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70,1991-09-24,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,264307,4,0.0576,0.559,0.345,0.000105,0.141,-13.496,1,0.0459,0.458,84.581,"alternative rock, funk metal, funk rock, permanent wave, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Californication,48UPSzbZjgc449aqz8bxox,False,86,Californication (Deluxe Edition),2Y9IRtehByVkegoD7TcLfi,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595,1999-06-08,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,329733,9,0.0021,0.592,0.767,0.00165,0.127,-2.788,0,0.027,0.328,96.483,"alternative rock, funk metal, funk rock, permanent wave, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Dani California,10Nmj3JCNoMeBQ87uw5j8k,False,82,Stadium Arcadium,7xl50xr9NDkd3i2kBbzsNZ,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517,2006-05-09,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,282160,0,0.0193,0.556,0.913,8.59e-06,0.346,-2.36,1,0.0437,0.73,96.184,"alternative rock, funk metal, funk rock, permanent wave, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Scar Tissue,1G391cbiT3v3Cywg8T7DM1,False,86,Californication (Deluxe Edition),2Y9IRtehByVkegoD7TcLfi,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595,1999-06-08,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,215907,0,0.0779,0.595,0.717,0.00274,0.108,-4.803,1,0.0295,0.547,88.969,"alternative rock, funk metal, funk rock, permanent wave, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Snow (Hey Oh),2aibwv5hGXSgw7Yru8IYTO,False,83,Stadium Arcadium,7xl50xr9NDkd3i2kBbzsNZ,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517,2006-05-09,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,334667,11,0.116,0.427,0.9,1.75e-05,0.119,-3.674,1,0.0499,0.599,104.655,"alternative rock, funk metal, funk rock, permanent wave, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Safari Song,1BfR5GMOgW0peHkPxrwf11,False,70,From The Fires,6uSnHSIBGKUiW1uKQLYZ7w,https://i.scdn.co/image/ab67616d0000b27357b7f789d328c205b4d15893,2017-11-10,Greta Van Fleet,4NpFxQe2UvRCAjto3JqlSl,234600,2,0.164,0.362,0.928,1.61e-05,0.315,-4.015,1,0.0503,0.678,175.868,"modern blues rock, modern hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Black Smoke Rising,32BEasyNQgqXQJKoVa0fUw,False,69,From The Fires,6uSnHSIBGKUiW1uKQLYZ7w,https://i.scdn.co/image/ab67616d0000b27357b7f789d328c205b4d15893,2017-11-10,Greta Van Fleet,4NpFxQe2UvRCAjto3JqlSl,259893,7,0.197,0.558,0.902,0.000148,0.0852,-4.018,1,0.0464,0.572,100.027,"modern blues rock, modern hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,When The Curtain Falls,2ZMI0QNoqU9fQZFirR9WpK,False,62,Anthem Of The Peaceful Army,7zeCZY6rQRufc8IHGKyXGX,https://i.scdn.co/image/ab67616d0000b2737b9e5a9d697bcb8bf86a83b4,2018-10-19,Greta Van Fleet,4NpFxQe2UvRCAjto3JqlSl,222960,0,0.0297,0.535,0.975,0.126,0.0482,-2.959,1,0.0647,0.689,96.004,"modern blues rock, modern hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Highway Tune,7aOor99o8NNLZYElOXlBG1,False,75,From The Fires,6uSnHSIBGKUiW1uKQLYZ7w,https://i.scdn.co/image/ab67616d0000b27357b7f789d328c205b4d15893,2017-11-10,Greta Van Fleet,4NpFxQe2UvRCAjto3JqlSl,180640,4,0.0096,0.582,0.962,0.128,0.283,-3.037,1,0.0542,0.506,123.971,"modern blues rock, modern hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,False,84,Second Helping (Expanded Edition),54V1ljNtyzAm053oJqi0SH,https://i.scdn.co/image/ab67616d0000b27317e1907923e91181f38290ac,1974-04-15,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,283800,7,0.181,0.596,0.605,0.000331,0.0863,-12.145,1,0.0255,0.886,97.798,"album rock, classic rock, hard rock, rock, southern rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Wonderwall - Remastered,5qqabIl2vWzo9ApSC317sa,False,82,(What's The Story) Morning Glory? [Remastered],1VW1MFNstaJuygaoTPkdCk,https://i.scdn.co/image/ab67616d0000b27385e5dcc05cc216a10f141480,1995-10-02,Oasis,2DaxqgrOhkeH0fpeiQq2f4,258773,2,0.000452,0.378,0.896,0.0,0.194,-4.066,1,0.0407,0.469,174.302,"beatlesque, britpop, madchester, permanent wave, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Come As You Are,0MKGH8UMfCnq5w7nG06oM5,False,3,Nevermind (Deluxe Edition),2uEf3r9i2bnxwJQsxQ0xQ7,https://i.scdn.co/image/ab67616d0000b27328a90d00a2819504364880e4,1991-09-26,Nirvana,6olE6TJLqED3rqDCT0FyPh,218920,4,0.00016,0.5,0.824,0.00161,0.0916,-5.846,0,0.0388,0.539,120.125,"grunge, permanent wave, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Heart-Shaped Box,11LmqTE2naFULdEP94AUBa,False,81,In Utero (Deluxe Edition),6ohX7moZZnF1FwYrli1OJ6,https://i.scdn.co/image/ab67616d0000b273aca059cebc1841277db22d1c,1993-09-21,Nirvana,6olE6TJLqED3rqDCT0FyPh,281160,1,0.199,0.256,0.641,0.0329,0.0853,-10.283,1,0.0552,0.382,203.006,"grunge, permanent wave, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Make It Wit Chu,6GyDY0yE47rfk8pcuKhioh,False,67,Era Vulgaris,1w71aBHYJ1zTOsSsmr2Fca,https://i.scdn.co/image/ab67616d0000b27301b7dc44ae31364925b4eadc,2007-01-01,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,290493,9,0.413,0.708,0.828,0.000104,0.12,-5.286,1,0.0286,0.505,91.977,"alternative metal, alternative rock, grunge, modern rock, palm desert scene, rock, stoner metal, stoner rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,No One Knows,6y20BV5L33R8YXM0YuI38N,False,75,Songs For The Deaf,4w3NeXtywU398NYW4903rY,https://i.scdn.co/image/ab67616d0000b2739eec33b045d88f87b9b06e67,2002-01-01,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,278747,0,0.0368,0.509,0.584,9.96e-05,0.384,-4.907,1,0.057,0.685,170.411,"alternative metal, alternative rock, grunge, modern rock, palm desert scene, rock, stoner metal, stoner rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Drive,7nnWIPM5hwE3DaUBkvOIpy,False,79,Make Yourself,2i6nd4FV6y7K9fln6eelmR,https://i.scdn.co/image/ab67616d0000b27374fad40214d982351347e46e,1999-10-26,Incubus,3YcBF2ttyueytpXtEzn1Za,232453,4,0.0562,0.645,0.792,0.0121,0.119,-7.34,0,0.036,0.666,90.565,"alternative metal, alternative rock, funk metal, funk rock, nu metal, post-grunge, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Enter Sandman,5sICkBXVmaCQk5aISGR3x1,False,83,Metallica,2Kh43m04B1UkVcpcRa1Zug,https://i.scdn.co/image/ab67616d0000b273cf84c5b276431b473e924802,1991-08-12,Metallica,2ye2Wgw4gimLv2eAKyk1NB,331267,6,0.00213,0.577,0.828,0.0114,0.0581,-8.691,0,0.0298,0.604,123.257,"hard rock, metal, old school thrash, rock, thrash metal"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Fuel,6FUwPb4mGlUDbx42uspXaZ,True,72,Reload,0Ip2GlQPoAIgdkqCO2YkMa,https://i.scdn.co/image/ab67616d0000b27306cb74d39d123ebe1b3c6631,1997-01-01,Metallica,2ye2Wgw4gimLv2eAKyk1NB,269800,1,2.02e-05,0.49,0.951,0.0027,0.0314,-3.777,1,0.0477,0.589,106.946,"hard rock, metal, old school thrash, rock, thrash metal"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Bother,0AfIsqZ4gTUg9CwwW2jLeK,True,66,Stone Sour,1zxVmbhE7PevJT8Z6w6upn,https://i.scdn.co/image/ab67616d0000b273d2b113d2a75b3168ed9675e3,2002-08-19,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,240400,1,0.388,0.272,0.281,2.29e-05,0.158,-7.634,1,0.0287,0.141,89.914,"alternative metal, nu metal, post-grunge"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Through Glass,5NeIONQWJ25uPylJBJiO4c,False,73,Come What(ever) May [10th Anniversary Edition],0dZB8UHYsM7jKmm7ByzAVq,https://i.scdn.co/image/ab67616d0000b273b424aeb510016daa1bc0251c,2006,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,282947,3,0.0417,0.545,0.753,0.0,0.389,-4.618,0,0.036,0.434,105.754,"alternative metal, nu metal, post-grunge"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Miracles,6tkvb8xLOJwKdT9xpfzp1W,False,35,Audio Secrecy,5tgokdjXViimLTW4LwiXMC,https://i.scdn.co/image/ab67616d0000b27392102fd4e273c18e53db3e7f,2010-01-09,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,247160,3,8.59e-05,0.502,0.639,0.000266,0.157,-7.223,0,0.027,0.231,112.167,"alternative metal, nu metal, post-grunge"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Knockin' On Heaven's Door,4JiEyzf0Md7KEFFGWDDdCr,False,81,Use Your Illusion II,00eiw4KOJZ7eC3NBEpmH4C,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,1991-09-18,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,336000,6,0.0211,0.496,0.739,0.00444,0.106,-7.193,1,0.0415,0.378,132.41,"glam metal, hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Yesterdays,11VGhd5i7deLL0YB0ayicY,False,67,Use Your Illusion II,00eiw4KOJZ7eC3NBEpmH4C,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,1991-09-18,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,196227,6,0.0666,0.363,0.849,0.00517,0.306,-7.744,1,0.0554,0.429,170.627,"glam metal, hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Paradise City,3YBZIN3rekqsKxbJc9FZko,True,11,Appetite For Destruction,3I9Z1nDCL4E0cP62flcbI5,https://i.scdn.co/image/ab67616d0000b27368384dd85fd5e95831252f60,1987-07-21,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,405640,11,0.0169,0.273,0.952,0.0111,0.142,-8.762,1,0.0843,0.472,100.271,"glam metal, hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Don't Cry (Original),2N2yrmodOnVF10mKvItC9P,False,80,Use Your Illusion I,0CxPbTRARqKUYighiEY9Sz,https://i.scdn.co/image/ab67616d0000b273e44963b8bb127552ac761873,1991-09-17,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,283733,11,0.00182,0.456,0.59,0.00379,0.104,-8.638,1,0.0327,0.243,124.635,"glam metal, hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,You Could Be Mine,0dlTGl67UFWcKupzkxZYOn,False,73,Use Your Illusion II,00eiw4KOJZ7eC3NBEpmH4C,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,1991-09-18,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,343640,10,0.00876,0.35,0.985,0.551,0.36,-5.676,0,0.122,0.323,151.007,"glam metal, hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Patience,7D5n2kpYH2WSqIyEO9MeXf,True,3,G N' R Lies,1RCAG3LrDwYsNU5ZiUJlWi,https://i.scdn.co/image/ab67616d0000b273d2c9d673548c12ad1c32e38d,1988-11-29,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,354400,6,0.711,0.457,0.266,0.000261,0.124,-14.465,1,0.0313,0.372,120.459,"glam metal, hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Sweet Child O' Mine,7o2CTH4ctstm8TNelqjb51,True,13,Appetite For Destruction,3I9Z1nDCL4E0cP62flcbI5,https://i.scdn.co/image/ab67616d0000b27368384dd85fd5e95831252f60,1987-07-21,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,354520,6,0.0866,0.454,0.91,0.0996,0.116,-7.766,1,0.0448,0.629,125.116,"glam metal, hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Jenifer,5ixqGGFu0hdHfErdp32QwT,False,49,Jenifer,6YwWXICxS8FALgq3cZclsH,https://i.scdn.co/image/ab67616d0000b273699265faf89035e71df9f778,2018-09-21,Gabriel Diniz,3WQ1s2QFvL6crxBvrVhwzj,160640,8,0.22,0.768,0.934,1.73e-06,0.0854,-2.533,1,0.0453,0.916,160.108,"forro, sertanejo, sertanejo pop, sertanejo universitario"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Alcohaulin' Ass,1OXzwmEPLq7cR6J6sbcLto,False,52,HELLYEAH,2aUYb3rhe78BvvUdyJuIh8,https://i.scdn.co/image/ab67616d0000b273ac68cf1478bc08e603d4a9b9,2007-04-10,HELLYEAH,4hxDvVq5t8ebPYPdBl1F9f,233639,2,0.00995,0.543,0.713,4.17e-05,0.115,-3.405,0,0.0307,0.239,76.515,"alternative metal, groove metal, industrial metal, nu metal, post-grunge, southern metal"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,World on Fire,50XuBmcV8THyLBczxD0c2k,True,54,World on Fire,0HBgPC1vbZUmQziDZS78Rg,https://i.scdn.co/image/ab67616d0000b2731be31537933da4b3ea4fe37a,2014-09-08,Slash,4Cqia9vrAbm7ANXbJGXsTE,271031,1,3.65e-05,0.442,0.976,0.0,0.378,-3.064,1,0.0837,0.516,174.047,"hard rock, rock"
wrapped 2019,7c2FRAZIIiEOd25JEqeAtQ,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,False,90,AM,78bpIziExqiI9qztvNFlQu,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,2013-09-09,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,272394,5,0.186,0.548,0.532,0.000263,0.217,-7.596,1,0.0323,0.405,85.03,"garage rock, modern rock, permanent wave, rock, sheffield indie"
