playlist_name,playlist_id,music_name,music_id,music_explicit,music_popularity,album_name,album_id,album_image,album_release_date,artist_name,artist_id,music_duration,music_key,music_acousticness,music_danceability,music_energy,music_instrumentalness,music_liveness,music_loudness,music_mode,music_speechness,music_valence,music_tempo,artist_genres
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Eu Não Pertenço À Você,0E6nXDxzkdaD0SNRCsQdeA,False,42,Neural,3zqv6ApLobGnIv7CwwD5G3,https://i.scdn.co/image/ab67616d0000b2735f318f2022f798d27c363d76,2002,Reação Em Cadeia,4pANXhF65AgL4mE9PybDJJ,257800,9,0.00256,0.431,0.748,0.0,0.309,-6.102,1,0.032,0.692,155.679,"brazilian rock, rock gaucho"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Infierno,3XTbenrcVorfvFD9X4wdzB,False,40,Neural,3zqv6ApLobGnIv7CwwD5G3,https://i.scdn.co/image/ab67616d0000b2735f318f2022f798d27c363d76,2002,Reação Em Cadeia,4pANXhF65AgL4mE9PybDJJ,283760,1,0.00152,0.342,0.818,0.0171,0.352,-5.894,1,0.0451,0.368,171.606,"brazilian rock, rock gaucho"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Black,5Xak5fmy089t0FYmh3VJiY,False,77,Ten,5B4PYA7wNN4WdEXdIJu58a,https://i.scdn.co/image/ab67616d0000b273d400d27cba05bb0545533864,1991-08-27,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,342653,4,0.323,0.36,0.684,0.0,0.34,-6.457,0,0.0308,0.2,77.15,"alternative metal, alternative rock, classic rock, grunge, permanent wave, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Sirens,1cAMXz9mnvrqyQLSG4KeeE,False,64,Lightning Bolt,01WEcEzoa9mfh8fIDhvV1M,https://i.scdn.co/image/ab67616d0000b273fa475954245b93ca3167469e,2013-01-01,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,340320,3,0.00309,0.523,0.847,1.21e-05,0.146,-5.888,1,0.028,0.475,155.032,"alternative metal, alternative rock, classic rock, grunge, permanent wave, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Yellow Ledbetter,3bE5slaVEfaDreqARl6k4M,False,72,Jeremy,1WJ3UbOi2QYGuRgXCc9FIV,https://i.scdn.co/image/ab67616d0000b2738df1fdc14be33eb2c991d60f,1991,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,303587,4,0.29,0.504,0.354,4.71e-06,0.157,-11.3,1,0.0339,0.292,140.87,"alternative metal, alternative rock, classic rock, grunge, permanent wave, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,I Am Mine,79pY2Z5eFvXMt9bSdHLrnA,False,63,Riot Act,7AOWw68DEPnDmTpquZw8bG,https://i.scdn.co/image/ab67616d0000b273a20dd7a979699da6dce878ae,2002-11-08,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,215333,7,0.00394,0.323,0.728,0.000447,0.102,-5.416,1,0.0321,0.489,161.586,"alternative metal, alternative rock, classic rock, grunge, permanent wave, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Even Flow,6QewNVIDKdSl8Y3ycuHIei,True,80,Ten,5B4PYA7wNN4WdEXdIJu58a,https://i.scdn.co/image/ab67616d0000b273d400d27cba05bb0545533864,1991-08-27,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,292581,10,0.00178,0.394,0.944,4.54e-06,0.298,-6.506,0,0.0761,0.265,105.338,"alternative metal, alternative rock, classic rock, grunge, permanent wave, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,I Won't See You Tonight Part 1,67w1cb9ESAnCGJkC9hW2nO,False,59,Waking The Fallen,3qyVLEW74vRMvVxNHjwKhk,https://i.scdn.co/image/ab67616d0000b273fd1f9d8bb6c1c9c2cb229837,2003-08-26,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,538333,7,0.000451,0.4,0.719,0.00581,0.218,-5.109,0,0.0492,0.101,129.505,alternative metal
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Save Me,53jogSv23P6DFcOHcZrDs9,False,57,Nightmare,7vfuTRXIAYJz5Uc8SddnTr,https://i.scdn.co/image/ab67616d0000b273c34064a3c5e4a25892a091f3,2010-07-23,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,656493,9,0.000391,0.499,0.916,0.00117,0.154,-4.785,0,0.0501,0.251,94.963,alternative metal
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Hail to the King,5anCkDvJ17aznvK5TED5uo,False,80,Hail to the King,0ks45m1bsP2JsZpM5D2FFA,https://i.scdn.co/image/ab67616d0000b2730ea1ecb2d5271c2db402b0c2,2013-08-23,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,305907,3,0.000297,0.58,0.916,0.0259,0.126,-4.358,0,0.0387,0.683,118.004,alternative metal
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Creep,70LcF31zb1H0PyJoS1Sx1r,True,90,Pablo Honey,3gBVdu4a1MMJVMy6vwPEb8,https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95,1993-02-22,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,238640,7,0.0097,0.515,0.43,0.000133,0.129,-9.935,1,0.0372,0.104,91.844,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Patience,1OEoNpiyqBghuEUaT6Je6U,True,75,Appetite For Destruction (Super Deluxe Edition),3edmYBHOTxfz8NxJE1QmTP,https://i.scdn.co/image/ab67616d0000b2737e1774622a9c5f52b7dd1c33,1987-07-21,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,354880,6,0.686,0.457,0.297,0.000107,0.109,-12.511,1,0.0306,0.333,120.021,"glam metal, hard rock, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Estranged,3s03nrUInN3NAVjQtmnS0O,False,67,Use Your Illusion II,00eiw4KOJZ7eC3NBEpmH4C,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,1991-09-18,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,563893,11,0.0105,0.359,0.762,0.281,0.368,-8.323,1,0.032,0.167,89.259,"glam metal, hard rock, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,505,0BxE4FqsDD1Ot4YuBXwAPp,False,88,Favourite Worst Nightmare,1XkGORuUX2QGOEIL4EbJKm,https://i.scdn.co/image/ab67616d0000b273b1f8da74f225fa1225cdface,2007-04-22,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,253587,0,0.00287,0.526,0.866,7.78e-05,0.0945,-5.822,1,0.0568,0.248,140.266,"garage rock, modern rock, permanent wave, rock, sheffield indie"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,False,90,AM,78bpIziExqiI9qztvNFlQu,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,2013-09-09,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,272394,5,0.186,0.548,0.532,0.000263,0.217,-7.596,1,0.0323,0.405,85.03,"garage rock, modern rock, permanent wave, rock, sheffield indie"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,R U Mine?,2AT8iROs4FQueDv2c8q2KE,False,85,AM,78bpIziExqiI9qztvNFlQu,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,2013-09-09,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,201726,6,0.00616,0.288,0.758,0.0,0.303,-5.692,0,0.0371,0.619,97.094,"garage rock, modern rock, permanent wave, rock, sheffield indie"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,False,91,AM,78bpIziExqiI9qztvNFlQu,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,2013-09-09,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,161124,2,0.0483,0.691,0.631,1.13e-05,0.104,-6.478,1,0.0368,0.8,92.004,"garage rock, modern rock, permanent wave, rock, sheffield indie"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Love's Not A Competition (But I'm Winning),5JptXvfHjpO6pYLGtxxfqg,False,36,"Yours Truly, Angry Mob",4J2DGuw6IwLdEwQL94msiU,https://i.scdn.co/image/ab67616d0000b2732f8974892b3dcc162d1a3686,2007-01-01,Kaiser Chiefs,0LbLWjaweRbO4FDKYlbfNt,195707,7,0.0317,0.604,0.693,0.0,0.482,-5.616,0,0.0287,0.407,131.99,modern rock
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Losing My Religion,31AOj9sFz2gM0O3hMARRBx,False,87,Out Of Time (25th Anniversary Edition),6yEuIwTQpciH1qtj7mP5GK,https://i.scdn.co/image/ab67616d0000b273e2dd4e821bcc3f70dc0c8ffd,1991-03-12,R.E.M.,4KWTAlx2RvbpseOGMEmROg,268427,9,0.179,0.666,0.855,1.2e-06,0.0987,-5.051,0,0.0295,0.803,125.639,"alternative rock, athens indie, permanent wave, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Evaporar,3IAdXnTc404WYig4X5ro19,False,34,O Rio a Cidade a Árvore,7wExVKgrKaxpLtogXRu0QQ,https://i.scdn.co/image/ab67616d0000b273191cb81c8b9faa64a153c314,2004-12-10,Fresno,2sFXe6NbmT3k7Qy4N8fE7f,286387,2,0.0449,0.292,0.827,0.0,0.0912,-4.289,1,0.0834,0.391,133.167,"brazilian emo, brazilian rock, novo rock gaucho, pop rock brasileiro"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Desde Quando Você Se Foi,3Xx8DDgvddsYPnxTH2LXsd,False,54,Redenção,4j5DCqWtUEBoO1AFvgKjKF,https://i.scdn.co/image/ab67616d0000b273a5c306ffd5ddc8414e020dc7,2008-01-01,Fresno,2sFXe6NbmT3k7Qy4N8fE7f,216227,6,0.077,0.575,0.902,0.0,0.359,-3.092,1,0.0321,0.601,130.024,"brazilian emo, brazilian rock, novo rock gaucho, pop rock brasileiro"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Wicked Game - Acoustic; Live,3V1H6liHwCDcWeqdPJabOM,False,68,Come What(ever) May [10th Anniversary Edition],0dZB8UHYsM7jKmm7ByzAVq,https://i.scdn.co/image/ab67616d0000b273b424aeb510016daa1bc0251c,2006,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,267253,8,0.644,0.561,0.337,8.79e-05,0.67,-9.272,1,0.0284,0.273,109.373,"alternative metal, nu metal, post-grunge"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Through Glass,5NeIONQWJ25uPylJBJiO4c,False,73,Come What(ever) May [10th Anniversary Edition],0dZB8UHYsM7jKmm7ByzAVq,https://i.scdn.co/image/ab67616d0000b273b424aeb510016daa1bc0251c,2006,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,282947,3,0.0417,0.545,0.753,0.0,0.389,-4.618,0,0.036,0.434,105.754,"alternative metal, nu metal, post-grunge"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Creeping Death,6onRH7iyBTjrm2GXGrSXUp,False,45,Meanwhile in Burbank...,4WSCUCjHrIRTRkMy1TqI8X,https://i.scdn.co/image/ab67616d0000b273e6d8de20d506f226e1dd0ef4,2015-04-28,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,395683,3,4.22e-05,0.511,0.996,0.00523,0.0822,-4.05,0,0.102,0.277,102.018,"alternative metal, nu metal, post-grunge"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Stairway to Heaven - Remaster,5CQ30WqJwcep0pYcV4AMNc,False,81,Led Zeppelin IV (Deluxe Edition),44Ig8dzqOkvkGDzaUof9lK,https://i.scdn.co/image/ab67616d0000b273c8a11e48c91a982d086afc69,1971-11-08,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,482830,9,0.58,0.338,0.34,0.0032,0.116,-12.049,0,0.0339,0.197,82.433,"album rock, classic rock, hard rock, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,The Unforgiven,4i6Iocj734X3bKayOKJsxp,False,28,The Metallica Blacklist,7N32mF0BlA3BOhlSyCiHgf,https://i.scdn.co/image/ab67616d0000b273d6434e58cc398487fb379bfb,2021-09-10,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,353560,2,0.057,0.575,0.622,0.138,0.134,-9.204,1,0.0305,0.187,143.961,"modern alternative rock, modern rock, pov: indie, punk blues, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,One Last Breath,42T2QQv3xgBlpQxaSP7lnK,False,79,Weathered,2ENlJXygQX6en4iziijet6,https://i.scdn.co/image/ab67616d0000b273a32f2ae4dade83e0d7a294f4,2001-01-01,Creed,43sZBwHjahUvgbx1WNIkIz,238240,2,0.00841,0.386,0.677,0.00366,0.341,-5.83,1,0.0346,0.195,126.602,"alternative metal, nu metal, post-grunge"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Torn,3DzACnzaSuuMseZqqTFfNy,False,58,My Own Prison,50EmY7MXVsXoUEdwieYbud,https://i.scdn.co/image/ab67616d0000b2737a12793a027ffd587b93381a,1997-01-01,Creed,43sZBwHjahUvgbx1WNIkIz,383933,0,0.00037,0.417,0.739,0.00919,0.0692,-7.02,1,0.029,0.126,146.289,"alternative metal, nu metal, post-grunge"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,My Sacrifice,2VSbEXqs6NbNiZSTcHlIDR,False,75,Weathered,2ENlJXygQX6en4iziijet6,https://i.scdn.co/image/ab67616d0000b273a32f2ae4dade83e0d7a294f4,2001-01-01,Creed,43sZBwHjahUvgbx1WNIkIz,294600,2,0.000101,0.32,0.88,4.31e-06,0.076,-6.035,1,0.0504,0.257,146.349,"alternative metal, nu metal, post-grunge"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Learn to Fly,5OQsiBsky2k2kDKy2bX2eT,False,80,There Is Nothing Left To Lose,28q2N44ocJECgf8sbHEDfY,https://i.scdn.co/image/ab67616d0000b2731759635c92b6314d3d3c9fe9,1999-11-02,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,235293,4,1.83e-05,0.465,0.919,2.07e-05,0.262,-4.025,1,0.0408,0.537,135.997,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Everlong,5UWwZ5lm5PKu6eKsHAGxOk,False,87,The Colour And The Shape,30ly6F6Xl0TKmyBCU50Khv,https://i.scdn.co/image/ab67616d0000b2730389027010b78a5e7dce426b,1997-05-20,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,250547,11,5.99e-05,0.413,0.881,0.000308,0.0805,-5.541,0,0.0367,0.364,158.066,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Everlong - Acoustic Version,3QmesrvdbPjwf7i40nht1D,False,71,Greatest Hits,1zCNrbPpz5OLSr6mSpPdKm,https://i.scdn.co/image/ab67616d0000b273136d7250568820409f8fdd60,2009-11-03,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,250907,2,0.909,0.643,0.344,0.0112,0.106,-11.342,1,0.0349,0.547,144.171,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,All My Life,6tsojOQ5wHaIjKqIryLZK6,False,76,One By One (Expanded Edition),1zQ6F8gMagKcPL4SoA80cx,https://i.scdn.co/image/ab67616d0000b273b00ee453b3496535eaa6e4b3,2002-10-22,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,263440,5,0.000218,0.577,0.604,0.000579,0.477,-5.703,1,0.0495,0.637,167.719,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Loser,1aC1IBAETh2XYGOE8kCC6t,False,63,The Better Life,5gO2acKSOaJnP0Mcy8IpU6,https://i.scdn.co/image/ab67616d0000b2732868c4713a3912fd476b42f1,2000,3 Doors Down,2RTUTCvo6onsAnheUk3aL9,264800,6,0.0108,0.493,0.88,2.66e-05,0.226,-6.424,0,0.0693,0.389,147.913,"alternative metal, nu metal, post-grunge, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,When I'm Gone,3WbphvawbMZ8FyqDxYGdSQ,False,74,Away From The Sun,72olNArm75vOycSziqIX9Y,https://i.scdn.co/image/ab67616d0000b27383c39b0d32eb4a2064e1e228,2002-11-12,3 Doors Down,2RTUTCvo6onsAnheUk3aL9,260333,7,0.00385,0.53,0.768,0.0,0.103,-5.611,1,0.0284,0.374,148.095,"alternative metal, nu metal, post-grunge, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Here Without You,3NLrRZoMF0Lx6zTlYqeIo4,False,79,Away From The Sun,72olNArm75vOycSziqIX9Y,https://i.scdn.co/image/ab67616d0000b27383c39b0d32eb4a2064e1e228,2002-11-12,3 Doors Down,2RTUTCvo6onsAnheUk3aL9,238733,10,0.0492,0.557,0.533,0.0,0.205,-6.817,0,0.0252,0.233,143.994,"alternative metal, nu metal, post-grunge, rock"
wrapped 2022,52adOLpTHfmyc1mrc1TUZ3,Come Together - Remastered 2009,2EqlS6tkEnglzr7tkKAAYD,False,81,Abbey Road (Remastered),0ETFjACtuP2ADo6LFhL6HN,https://i.scdn.co/image/ab67616d0000b273dc30583ba717007b00cceb25,1969-09-26,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,259947,9,0.0302,0.533,0.376,0.248,0.0926,-11.913,0,0.0393,0.187,165.007,"british invasion, classic rock, merseybeat, psychedelic rock, rock"
