playlist_name,playlist_id,music_name,music_id,music_explicit,music_popularity,album_name,album_id,album_image,album_release_date,artist_name,artist_id,music_duration,music_key,music_acousticness,music_danceability,music_energy,music_instrumentalness,music_liveness,music_loudness,music_mode,music_speechness,music_valence,music_tempo,artist_genres
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Aerials,4e9eGQYsOiBcftrWXwsVco,False,81,Toxicity,6jWde94ln40epKIQCd8XUh,https://i.scdn.co/image/ab67616d0000b27330d45198d0c9e8841f9a9578,2001-09-04,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,235053,0,0.000915,0.364,0.922,0.0346,0.0697,-4.217,0,0.0567,0.227,79.342,"alternative metal, nu metal, rap metal, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Crawling In The Dark,1PJRDeZSoZk7gtisdTYfLi,False,70,Hoobastank (20th Anniversary Edition),0NZrJM8gL8xBCsPR7nZGqR,https://i.scdn.co/image/ab67616d0000b2738a48864289dc2588f13274ec,2001,Hoobastank,2MqhkhX4npxDZ62ObR5ELO,175227,6,0.000305,0.588,0.927,3.83e-05,0.195,-4.776,0,0.113,0.652,93.571,"alternative metal, funk metal, nu metal, pop rock, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,505,58ge6dfP91o9oXMzq3XkIS,False,82,Favourite Worst Nightmare (Standard Version),6rsQnwaoJHxXJRCDBPkBRw,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90,2007-04-24,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,253587,0,0.00237,0.52,0.852,5.79e-05,0.0733,-5.866,1,0.0543,0.234,140.267,"garage rock, modern rock, permanent wave, rock, sheffield indie"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,R U Mine?,2AT8iROs4FQueDv2c8q2KE,False,85,AM,78bpIziExqiI9qztvNFlQu,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,2013-09-09,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,201726,6,0.00616,0.288,0.758,0.0,0.303,-5.692,0,0.0371,0.619,97.094,"garage rock, modern rock, permanent wave, rock, sheffield indie"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,False,90,AM,78bpIziExqiI9qztvNFlQu,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,2013-09-09,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,272394,5,0.186,0.548,0.532,0.000263,0.217,-7.596,1,0.0323,0.405,85.03,"garage rock, modern rock, permanent wave, rock, sheffield indie"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Prayer Of The Refugee,4OSbctVD37ycS0H3rwRm72,False,71,The Sufferer & The Witness,1VZ0i4vJ0AkPbmpuaktZMJ,https://i.scdn.co/image/ab67616d0000b27390fef039e01409cb5a8d560c,2006-01-01,Rise Against,6Wr3hh341P84m3EI8qdn9O,199387,3,0.00165,0.2,0.977,1.1e-05,0.259,-3.494,0,0.159,0.39,195.711,"alternative metal, chicago hardcore, chicago punk, hardcore punk, modern rock, post-grunge, punk"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Metalingus,3UULkHdmLDqBDPmBYltoRE,False,69,One Day Remains,6hqietEuZCikevdO2oGTcx,https://i.scdn.co/image/ab67616d0000b273bc7ddb77993dd1d8d19c22a2,2004-08-10,Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,259960,8,9.33e-06,0.496,0.981,0.0,0.0958,-3.268,1,0.108,0.163,109.905,"alternative metal, nu metal, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Ties That Bind,3DjAzhKrzyEKxsSYSoKolW,False,51,Blackbird,0Fk4lWAADmFMmuW6jp6xyE,https://i.scdn.co/image/ab67616d0000b273d73fa7125044e0d80f12960d,2007-01-01,Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,199480,7,0.000317,0.158,0.976,0.000138,0.318,-4.57,0,0.379,0.125,78.583,"alternative metal, nu metal, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Blackbird,2o4AknH1hXnleCRW2rH45w,False,58,Blackbird,0Fk4lWAADmFMmuW6jp6xyE,https://i.scdn.co/image/ab67616d0000b273d73fa7125044e0d80f12960d,2007-01-01,Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,478133,6,0.00499,0.279,0.806,0.0126,0.116,-4.714,0,0.0448,0.132,149.463,"alternative metal, nu metal, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Wouldn't You Rather,72yHylJwoZnaeKUOigmWCq,False,26,Walk The Sky,5RdxbZ2b4N5NNlEX6oztZk,https://i.scdn.co/image/ab67616d0000b273a3c40162a42f94d431b08e30,2019-10-18,Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,229940,1,3.67e-06,0.46,0.967,0.873,0.274,-4.781,1,0.0911,0.228,107.992,"alternative metal, nu metal, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Razões E Emoções,0kpyiEcH82ni9TuuZYxKzL,False,65,NX Zero,36XdECqksmPP6MsEOjW6lG,https://i.scdn.co/image/ab67616d0000b273aa591b352cc8c0966a81dbd8,2006-01-27,NX Zero,1A3dFCPF68vh5lyxzBqLUH,222400,3,0.0543,0.58,0.931,0.000116,0.309,-2.886,1,0.0313,0.432,124.097,"brazilian emo, brazilian rock, pop rock brasileiro, rock alternativo brasileiro"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Killing In The Name,59WN2psjkt1tyaxjspN8fp,True,82,Rage Against The Machine - XX (20th Anniversary Special Edition),4Io5vWtmV1rFj4yirKb4y4,https://i.scdn.co/image/ab67616d0000b27354ab617bc2d4974ab6ffbece,1992,Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,313573,7,0.0266,0.466,0.833,0.0,0.0327,-4.215,1,0.304,0.661,88.785,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Sleep Now In the Fire,1MQTmpYOZ6fcMQc56Hdo7T,False,70,The Battle Of Los Angeles,2eia0myWFgoHuttJytCxgX,https://i.scdn.co/image/ab67616d0000b2733c2579a4f8cacd5b95b8fa68,1999-11-02,Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,205600,2,0.00162,0.426,0.929,0.105,0.0789,-6.729,1,0.0701,0.539,127.059,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Break Stuff,5cZqsjVs6MevCnAkasbEOX,True,83,Significant Other,3HCCUaRSjHSFOe4fqE0BiP,https://i.scdn.co/image/ab67616d0000b2733783782de74f61e36795bf9c,1999,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,166707,8,0.0127,0.432,0.884,0.000527,0.166,-6.659,1,0.13,0.624,108.948,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Psychosocial,3RAFcUBrCNaboRXoP3S5t1,False,79,All Hope Is Gone (10th Anniversary),2ISXjEm0D4chvU2IDNvUqk,https://i.scdn.co/image/ab67616d0000b273e7fbc0883149094912559f2c,2008-08-20,Slipknot,05fG473iIaoy82BF1aGhL8,284120,2,0.00269,0.568,0.981,0.00275,0.0243,-3.889,1,0.0887,0.307,135.146,"alternative metal, nu metal, rap metal, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Duality,61mWefnWQOLf90gepjOCb3,False,82,Vol. 3: The Subliminal Verses,4ZDBQSIDIZRUBOG2OHcN3T,https://i.scdn.co/image/ab67616d0000b2736b3463e7160d333ada4b175a,2004,Slipknot,05fG473iIaoy82BF1aGhL8,252613,4,0.000237,0.354,0.982,0.000294,0.204,-3.026,0,0.168,0.194,143.772,"alternative metal, nu metal, rap metal, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,The Devil in I,5hheGdf1cb4rK0FNiedCfK,False,74,.5: The Gray Chapter (Special Edition),0ApKaazNHf0gzjAYZauexq,https://i.scdn.co/image/ab67616d0000b273eed722040c6810f7a7da93ea,2014-10-15,Slipknot,05fG473iIaoy82BF1aGhL8,342821,9,0.00591,0.398,0.939,0.000881,0.357,-2.865,0,0.0648,0.235,92.027,"alternative metal, nu metal, rap metal, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,The Pot,1lATXTBJDHwawvT1UfxWu3,True,72,"10,000 Days",1fvWYcbjuycyHpzNPH1Vfk,https://i.scdn.co/image/ab67616d0000b273781369aabc39c792cc55604f,2006-04-28,TOOL,2yEwvVSSSUkcLeSTNyHKh8,381947,7,0.000148,0.469,0.79,0.372,0.282,-6.889,1,0.0391,0.466,107.45,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,1997,7c2JRBtf4WMA9Q4fzlk4Qx,False,51,Procedimentos De Emergência,4NaA4eHOxha0RFS6JOseGu,https://i.scdn.co/image/ab67616d0000b273e44f08cd9d7cc39d68a4d7d0,2006-01-01,Hateen,4KDa0GMe5CxKSxEGtGFkxk,189893,3,0.0461,0.693,0.619,0.00661,0.179,-3.765,1,0.0332,0.716,123.198,"brazilian emo, brazilian hardcore, brazilian post-hardcore, brazilian punk, brazilian rock, hard rock brasileiro, pop rock brasileiro"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,My Curse,6zKF4293k44ItKWJJgrhXv,False,72,As Daylight Dies (Special Edition),6iJEtgHTEbVlSS5isIS71z,https://i.scdn.co/image/ab67616d0000b273cc5bb1a3f809896baf67dba4,2006-01-21,Killswitch Engage,37394IP6uhnjIpsawpMu4l,244773,10,7.61e-05,0.197,0.956,0.00992,0.261,-2.908,0,0.0663,0.209,177.018,"alternative metal, boston metal, melodic metalcore, metalcore, nu metal, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Thnks fr th Mmrs,3Zwu2K0Qa5sT6teCCHPShP,False,82,Infinity On High,0hHopYqXhuvYSHtVyrcb1g,https://i.scdn.co/image/ab67616d0000b273da071ae7564949fbbfc6904d,2007-01-01,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,203507,10,0.00511,0.459,0.891,0.0,0.106,-5.057,0,0.0623,0.588,154.837,"emo, modern rock, pop, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,"Dance, Dance",0a7BloCiNzLDD9qSQHh5m7,False,80,From Under The Cork Tree,5nkUSlIhtoJZMOUlB0sNCp,https://i.scdn.co/image/ab67616d0000b27371565eda831124be86c603d5,2005-05-03,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,180267,11,0.00523,0.622,0.961,0.0,0.0854,-3.198,0,0.154,0.449,114.452,"emo, modern rock, pop, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,The Kids Aren't Alright,4EchqUKQ3qAQuRNKmeIpnf,False,84,Americana,2RNTBrSO8U8XjjEj9RVvZ5,https://i.scdn.co/image/ab67616d0000b273cbd2ee7dff77bfb2b5f0af52,1998-11-16,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,180160,1,0.00704,0.523,0.943,3.81e-05,0.0579,-4.203,1,0.0337,0.766,99.607,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Gone Away - 1997,5BnFZLH99sYav2cxJFGO2n,False,71,Ixnay On The Hombre,2PSgMApk089eV6e5LPbQeS,https://i.scdn.co/image/ab67616d0000b273ba12c467b8cc7eb3be9e7d8b,1997-02-04,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,268827,3,0.012,0.45,0.945,0.00687,0.0683,-3.995,1,0.0806,0.294,111.342,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Slither,7kF1iPJTj3VFJX9XokQ80F,False,64,Contraband,64GnrmrpL1fvfF0r1AoZLB,https://i.scdn.co/image/ab67616d0000b273e7d4bfff8e7e87c6090591b6,2004,Velvet Revolver,7CHilrn81OdYjkh4uSVnYM,248307,7,0.000266,0.478,0.974,0.0984,0.0738,-3.866,1,0.102,0.268,141.077,"alternative metal, alternative rock, glam metal, grunge, hard rock, nu metal, post-grunge, rock, supergroup"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,A Cera,5w50Ywn17sXpDFDhe0Sxtw,False,67,Todo Mundo Doido,4pEuPhTv4VEqYGidrsmIYc,https://i.scdn.co/image/ab67616d0000b27368ac9a4f7f5e32697a72d1ff,2000-07-03,O Surto,6SXLkJrpyA2cxh2B1Xq3b7,227373,2,0.0638,0.59,0.78,0.0,0.069,-2.858,0,0.0502,0.483,133.254,"brazilian reggae, brazilian rock, rock gaucho"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Here To Stay,66LT15XEqCaWiMG44NGQRE,True,62,Untouchables,32H8ZczfX12FWWODVVr6NQ,https://i.scdn.co/image/ab67616d0000b273b9b950561aa1d3606865a2ee,2002,Korn,3RNrq3jvMZxD9ZyoOZbQOD,270960,2,7.81e-06,0.564,0.947,0.828,0.373,-4.998,1,0.0448,0.351,100.002,"alternative metal, funk metal, hard rock, nu metal, post-grunge, rap metal, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,The Trooper - 2015 Remaster,4OROzZUy6gOWN4UGQVaZMF,False,77,Piece of Mind (2015 Remaster),7I9Wh2IgvI3Nnr8Z1ZSWby,https://i.scdn.co/image/ab67616d0000b2732277d1a849a63c7075ec38ff,1983,Iron Maiden,6mdiAmATAx73kdxrNrnlao,252733,4,0.0318,0.285,0.908,0.00909,0.311,-4.601,0,0.0705,0.669,159.756,"alternative metal, hard rock, metal, nwobhm, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Your Betrayal,25GC50HslaaruyrKjdu0lP,False,71,Fever,3q3DB4fElKDIDE2bXTLFlb,https://i.scdn.co/image/ab67616d0000b273f467961e3089fd694c893584,2010-04-20,Bullet For My Valentine,7iWiAD5LLKyiox2grgfmUT,291427,2,8.07e-05,0.569,0.883,7.74e-05,0.0883,-4.41,0,0.0748,0.373,134.001,"alternative metal, melodic metalcore, nu metal, post-grunge, uk metalcore, welsh metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Highway Tune,7aOor99o8NNLZYElOXlBG1,False,75,From The Fires,6uSnHSIBGKUiW1uKQLYZ7w,https://i.scdn.co/image/ab67616d0000b27357b7f789d328c205b4d15893,2017-11-10,Greta Van Fleet,4NpFxQe2UvRCAjto3JqlSl,180640,4,0.0096,0.582,0.962,0.128,0.283,-3.037,1,0.0542,0.506,123.971,"modern blues rock, modern hard rock, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Woman,2pcwmk8c1pTYwX0COSVX52,False,60,Wolfmother,0NV96Rqo10ytbCHlR14E8r,https://i.scdn.co/image/ab67616d0000b273335534788cbc39cfd23ee993,2005-01-01,Wolfmother,3yEnArbNHyTCwMRvD9SBy4,175667,9,2.78e-05,0.191,0.948,0.0864,0.0945,-3.496,0,0.217,0.215,150.753,"alternative rock, australian psych, garage rock, modern blues rock, modern rock, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Scars,1UREw2MCfU0xwBzCAjxlUD,False,71,Getting Away With Murder,25wlsi7SWD8mFKxaEWGYuL,https://i.scdn.co/image/ab67616d0000b2739d8c8d4e72cab2f00e0686f5,2004-01-01,Papa Roach,4RddZ3iHvSpGV4dvATac9X,208186,11,0.0948,0.384,0.921,0.0,0.168,-3.334,1,0.055,0.471,89.922,"alternative metal, nu metal, rap metal, rap rock, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,It's Been Awhile,25CMmGsl22APKhfuj4Tp7j,True,72,Break the Cycle,0OwSOrPWyP9batKOhOnaPt,https://i.scdn.co/image/ab67616d0000b273e78596fafee30d0dd305396f,2001-05-22,Staind,5KDIH2gF0VpelTqyQS7udb,264707,6,0.00189,0.509,0.774,0.000549,0.143,-4.054,1,0.0338,0.0824,116.529,"alternative metal, nu metal, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Best of You,5FZxsHWIvUsmSK1IAvm2pp,False,79,In Your Honor,2eprpJCYbCbPZRKVGIEJxZ,https://i.scdn.co/image/ab67616d0000b2736c44679425e2695001b35d72,2005-06-14,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,255627,1,0.000769,0.366,0.94,9.42e-05,0.188,-5.119,0,0.0696,0.369,130.198,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Everlong,5UWwZ5lm5PKu6eKsHAGxOk,False,87,The Colour And The Shape,30ly6F6Xl0TKmyBCU50Khv,https://i.scdn.co/image/ab67616d0000b2730389027010b78a5e7dce426b,1997-05-20,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,250547,11,5.99e-05,0.413,0.881,0.000308,0.0805,-5.541,0,0.0367,0.364,158.066,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Learn to Fly,5OQsiBsky2k2kDKy2bX2eT,False,80,There Is Nothing Left To Lose,28q2N44ocJECgf8sbHEDfY,https://i.scdn.co/image/ab67616d0000b2731759635c92b6314d3d3c9fe9,1999-11-02,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,235293,4,1.83e-05,0.465,0.919,2.07e-05,0.262,-4.025,1,0.0408,0.537,135.997,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,All My Life,6tsojOQ5wHaIjKqIryLZK6,False,76,One By One (Expanded Edition),1zQ6F8gMagKcPL4SoA80cx,https://i.scdn.co/image/ab67616d0000b273b00ee453b3496535eaa6e4b3,2002-10-22,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,263440,5,0.000218,0.577,0.604,0.000579,0.477,-5.703,1,0.0495,0.637,167.719,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Cochise,4OCzAGgyWsUKpdWufYywZm,False,41,Audioslave,7ysDeat0kDelEE7M6MUwXZ,https://i.scdn.co/image/ab67616d0000b2734d94e1251b7e8c5e247de39c,2002,Audioslave,2ziB7fzrXBoh1HUPS6sVFn,222027,9,0.000519,0.452,0.873,0.0,0.0592,-4.867,1,0.0613,0.433,80.473,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Bloodline,27uDL5cAoMijxbDLfaz9Xv,False,59,God Hates Us All,3MuaoZgcAFuanhg04e75LK,https://i.scdn.co/image/ab67616d0000b27323daab33eb8080aca54f554e,2001-01-01,Slayer,1IQ2e1buppatiN1bxUVkrk,216973,9,5.7e-05,0.408,0.971,0.191,0.135,-3.876,1,0.125,0.237,118.445,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Lonely Boy,5G1sTBGbZT5o4PNRc75RKI,False,81,El Camino,5DLhV9yOvZ7IxVmljMXtNm,https://i.scdn.co/image/ab67616d0000b2736a21b97de47168df4f0c1993,2011-12-06,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,193653,2,0.00417,0.356,0.872,0.00975,0.0997,-7.837,1,0.068,0.607,166.3,"alternative rock, blues rock, garage rock, indie rock, indietronica, modern blues rock, modern rock, punk blues, rock, roots rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Headstrong,1AEYT6VxrxXPMoQUxsY0E4,True,75,Trapt,4jd0qgZ4gaHW6b0lgpZKWk,https://i.scdn.co/image/ab67616d0000b27374d9a833744be96426ee833c,2002-11-05,Trapt,1UdQqCUR7RwB9YYJONwbdM,285570,4,0.000172,0.492,0.896,2.78e-06,0.189,-5.819,0,0.117,0.534,184.981,"alternative metal, nu metal, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Helena,5dTHtzHFPyi8TlTtzoz1J9,False,79,Three Cheers for Sweet Revenge,3DuiGV3J09SUhvp8gqNx8h,https://i.scdn.co/image/ab67616d0000b273cab7ae4868e9f9ce6bdfdf43,2004-06-08,My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,204733,4,0.0142,0.356,0.96,0.0,0.209,-3.487,1,0.104,0.0857,125.921,"emo, modern rock, pop punk, pov: indie, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Memórias,4kuu2IAQVrtr9lKWMJt85D,False,53,Anacrônico (Deluxe Edition),0cPJECHbOiae3HQdUHFmfs,https://i.scdn.co/image/ab67616d0000b2735a3401f25405fc727b2d58ee,2005,Pitty,2dmQ0vMD3THLMcz7DsvfaT,214547,8,0.0011,0.368,0.944,0.0,0.1,-5.272,1,0.132,0.337,175.584,"brazilian rock, hard rock brasileiro, pop rock brasileiro, rock baiano"
