playlist_name,playlist_id,music_name,music_id,music_explicit,music_popularity,album_name,album_id,album_image,album_release_date,artist_name,artist_id,music_duration,music_key,music_acousticness,music_danceability,music_energy,music_instrumentalness,music_liveness,music_loudness,music_mode,music_speechness,music_valence,music_tempo,artist_genres
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Beneath the Tree,4si2cuw9yWxtTjXu944ZIA,False,12,Sonic Brew (20th Anniversary Blend 5.99 - 5.19),3TdSA16xcvHilJBPZVvKzz,https://i.scdn.co/image/ab67616d0000b273796cb2e1c294884e2106a93a,2019-05-17,Black Label Society,0zfT626RwO6zN3RDYeRit5,249333,0,0.106,0.596,0.717,0.0176,0.171,-8.52,1,0.0407,0.395,96.795,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Fields Of Unforgiveness,1w6ly8ZFg2mzo9Ma075Opl,False,10,Catacombs Of The Black Vatican,0YsMDFlFG5imXLXpCT3tK5,https://i.scdn.co/image/ab67616d0000b273e3c03db94a91ec5ebc0f39ca,2014-01-01,Black Label Society,0zfT626RwO6zN3RDYeRit5,192633,3,8.03e-05,0.31,0.924,0.00112,0.377,-2.88,1,0.049,0.76,79.009,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Blood Is Thicker Than Water,7lUiUVnnlqGhaE0SxqycdF,False,40,Shot To Hell,288mbtxIJxwDzkkwFnxb9q,https://i.scdn.co/image/ab67616d0000b2731ef66c9ed1ce4ba8ce7433f5,2006-09-12,Black Label Society,0zfT626RwO6zN3RDYeRit5,178720,4,0.00148,0.408,0.744,9.83e-05,0.13,-4.995,0,0.0376,0.588,120.854,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Fire It Up,2xSpHAvzlfm1UAiDMN5h3f,False,37,Mafia,0899wdvPa1nNtDHj0ZNYus,https://i.scdn.co/image/ab67616d0000b2737ad80f7d94ad87f521ad5514,2005,Black Label Society,0zfT626RwO6zN3RDYeRit5,300188,10,7.26e-05,0.446,0.781,0.0369,0.464,-6.01,1,0.0302,0.354,92.42,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,You Made Me Want To Live,0oTYX6tG3Nas6dzleBXbh6,False,29,Doom Crew Inc.,6ZWvYdM0tNMw4GmE6YIQv0,https://i.scdn.co/image/ab67616d0000b2736f35f225614570bd8681f6bd,2021-11-26,Black Label Society,0zfT626RwO6zN3RDYeRit5,271027,4,0.00327,0.452,0.659,0.000484,0.318,-6.156,1,0.0341,0.132,102.041,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,My Dying Time,73fnMhjfztmBaRMzZjAgmi,False,15,Catacombs Of The Black Vatican,0YsMDFlFG5imXLXpCT3tK5,https://i.scdn.co/image/ab67616d0000b273e3c03db94a91ec5ebc0f39ca,2014-01-01,Black Label Society,0zfT626RwO6zN3RDYeRit5,202300,9,0.00581,0.287,0.951,2.66e-05,0.0916,-4.205,1,0.0764,0.339,164.286,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Blackened Waters,6o1GVBlAuSELkKjFGPuvfT,False,34,The Blessed Hellride,2AO7lfXXz1nHfCJiETaxHo,https://i.scdn.co/image/ab67616d0000b273f99e29660d585bfcfa75346a,2018-09-21,Black Label Society,0zfT626RwO6zN3RDYeRit5,236360,0,0.00464,0.58,0.614,0.000904,0.0556,-6.99,1,0.0327,0.158,125.276,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Hey You,6JLjrowc519NAk4uXbzmbl,False,16,Sonic Brew (20th Anniversary Blend 5.99 - 5.19),3TdSA16xcvHilJBPZVvKzz,https://i.scdn.co/image/ab67616d0000b273796cb2e1c294884e2106a93a,2019-05-17,Black Label Society,0zfT626RwO6zN3RDYeRit5,233200,0,0.00254,0.352,0.833,2.11e-05,0.147,-7.207,1,0.0578,0.329,134.266,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Set You Free,4Y0icS6dsmJg0ZVMThC7Of,False,43,Doom Crew Inc.,6ZWvYdM0tNMw4GmE6YIQv0,https://i.scdn.co/image/ab67616d0000b2736f35f225614570bd8681f6bd,2021-11-26,Black Label Society,0zfT626RwO6zN3RDYeRit5,238000,1,1.98e-05,0.436,0.74,0.000887,0.0944,-4.825,0,0.0325,0.216,111.92,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Angel Of Mercy,3iyi7ck0yOuFr769otcG7r,False,26,Catacombs Of The Black Vatican,0YsMDFlFG5imXLXpCT3tK5,https://i.scdn.co/image/ab67616d0000b273e3c03db94a91ec5ebc0f39ca,2014-01-01,Black Label Society,0zfT626RwO6zN3RDYeRit5,254767,9,0.0684,0.4,0.674,4.62e-06,0.113,-6.308,0,0.0299,0.288,153.89,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Funeral Bell,1nhYiZeuJI3jEabbxKhjfH,False,52,The Blessed Hellride,2AO7lfXXz1nHfCJiETaxHo,https://i.scdn.co/image/ab67616d0000b273f99e29660d585bfcfa75346a,2018-09-21,Black Label Society,0zfT626RwO6zN3RDYeRit5,281027,10,0.00117,0.571,0.93,0.000235,0.224,-5.387,0,0.0478,0.526,113.034,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Concrete Jungle,31IBGz36ifgdhemp6bbGB3,False,42,Shot To Hell,288mbtxIJxwDzkkwFnxb9q,https://i.scdn.co/image/ab67616d0000b2731ef66c9ed1ce4ba8ce7433f5,2006-09-12,Black Label Society,0zfT626RwO6zN3RDYeRit5,204267,9,9.54e-06,0.451,0.987,0.102,0.0568,-4.105,1,0.106,0.368,137.731,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,The Nomad,5IPci0W1PeCFFEEbr8efSA,False,15,Catacombs of the Black Vatican (Deluxe),0J47kVvDNhZYpTF2WDr6EV,https://i.scdn.co/image/ab67616d0000b27349860871439e9fab932e115c,2014-04-08,Black Label Society,0zfT626RwO6zN3RDYeRit5,266560,7,0.0909,0.432,0.756,0.0,0.16,-4.898,1,0.0452,0.179,118.033,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Bored to Tears,4e2ZQk1cUiNFFtHcX0Jna1,False,29,Sonic Brew (20th Anniversary Blend 5.99 - 5.19),3TdSA16xcvHilJBPZVvKzz,https://i.scdn.co/image/ab67616d0000b273796cb2e1c294884e2106a93a,2019-05-17,Black Label Society,0zfT626RwO6zN3RDYeRit5,268973,1,0.00117,0.361,0.937,0.0005,0.332,-7.443,0,0.158,0.337,165.307,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Suicide Messiah,1XVfv2X8TiH720qJ3WT0h5,False,39,Mafia,0899wdvPa1nNtDHj0ZNYus,https://i.scdn.co/image/ab67616d0000b2737ad80f7d94ad87f521ad5514,2005,Black Label Society,0zfT626RwO6zN3RDYeRit5,347278,10,0.000196,0.347,0.837,2.93e-05,0.0712,-5.568,1,0.0794,0.196,153.452,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,In This River,6Dqw0jpPwKJaH3CoUtQ3f4,False,37,Mafia,0899wdvPa1nNtDHj0ZNYus,https://i.scdn.co/image/ab67616d0000b2737ad80f7d94ad87f521ad5514,2005,Black Label Society,0zfT626RwO6zN3RDYeRit5,232618,7,0.0802,0.446,0.4,1.72e-05,0.115,-7.014,1,0.0265,0.292,83.222,"alternative metal, groove metal, hard rock, metal, nu metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,As I Am,6hz6lrQtLcxOOjflnYjF9o,True,56,Train of Thought,1yAbzShRcY4muLKsX8UWxj,https://i.scdn.co/image/ab67616d0000b2738824ff57d5ffe2ca803c8a57,2003-11-10,Dream Theater,2aaLAng2L2aWD2FClzwiep,467827,7,1.09e-05,0.514,0.95,0.0135,0.19,-4.657,1,0.0725,0.149,130.027,"hard rock, metal, progressive metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Sad But True,1PhLYngBKbeDtdmDzCg3Pb,False,74,Metallica,2Kh43m04B1UkVcpcRa1Zug,https://i.scdn.co/image/ab67616d0000b273cf84c5b276431b473e924802,1991-08-12,Metallica,2ye2Wgw4gimLv2eAKyk1NB,323933,7,0.000819,0.633,0.846,0.00139,0.0762,-6.347,1,0.0337,0.448,89.23,"hard rock, metal, old school thrash, rock, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,For Whom The Bell Tolls - Remastered,2dXsILW8gzkosqleHAvl0v,False,76,Ride The Lightning (Remastered),05DePtm7oQMdL3Uzw2Jmsc,https://i.scdn.co/image/ab67616d0000b2739ad3e9959f48d513886b8933,1984-07-26,Metallica,2ye2Wgw4gimLv2eAKyk1NB,309973,0,0.00563,0.518,0.858,0.00349,0.0598,-6.147,1,0.0672,0.249,117.897,"hard rock, metal, old school thrash, rock, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Fuel,6FUwPb4mGlUDbx42uspXaZ,True,72,Reload,0Ip2GlQPoAIgdkqCO2YkMa,https://i.scdn.co/image/ab67616d0000b27306cb74d39d123ebe1b3c6631,1997-01-01,Metallica,2ye2Wgw4gimLv2eAKyk1NB,269800,1,2.02e-05,0.49,0.951,0.0027,0.0314,-3.777,1,0.0477,0.589,106.946,"hard rock, metal, old school thrash, rock, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Until It Sleeps,2Iv4HSoMX2fDeXFcOJWyWX,False,66,Load,6ndH0UlQbyCOVqByMXXhdV,https://i.scdn.co/image/ab67616d0000b273d691ec833eb067d9a9e4ded7,1996-01-01,Metallica,2ye2Wgw4gimLv2eAKyk1NB,267933,8,0.000248,0.568,0.92,0.0714,0.149,-4.434,0,0.0297,0.719,113.394,"hard rock, metal, old school thrash, rock, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,The Day That Never Comes,13Uvqll8OQDjw3wDweIK9y,False,67,Death Magnetic,3bK58rVcWBh3V3vxMLzi0V,https://i.scdn.co/image/ab67616d0000b273f5802466e1bc84cdf51d97e2,2008-01-01,Metallica,2ye2Wgw4gimLv2eAKyk1NB,476267,4,9.11e-05,0.334,0.982,0.149,0.106,-2.293,0,0.0619,0.501,126.883,"hard rock, metal, old school thrash, rock, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Wherever I May Roam,22GbAGb80ZZNgm2yrBMnpR,False,68,Metallica,2Kh43m04B1UkVcpcRa1Zug,https://i.scdn.co/image/ab67616d0000b273cf84c5b276431b473e924802,1991-08-12,Metallica,2ye2Wgw4gimLv2eAKyk1NB,403867,9,0.000362,0.55,0.824,0.00115,0.0865,-7.848,0,0.0347,0.332,131.387,"hard rock, metal, old school thrash, rock, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,The Kill,0lP4HYLmvowOKdsQ7CVkuq,False,81,A Beautiful Lie,5sHvTCk793vr9EkSKcD7IT,https://i.scdn.co/image/ab67616d0000b273865b538169f199dac610b854,2005-01-01,Thirty Seconds To Mars,0RqtSIYZmd4fiBKVFqyIqD,231533,4,0.0014,0.179,0.912,0.000294,0.582,-3.881,0,0.0791,0.289,182.99,"modern rock, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Almost Easy,0DkmhHO4yyqCJFjosmmWPU,False,69,Avenged Sevenfold,3Id3VUk9jSKBD1guNo1buF,https://i.scdn.co/image/ab67616d0000b27333c52ca8309741c6999ca742,2007-10-26,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,234093,6,3.56e-05,0.378,0.959,0.000138,0.102,-4.615,1,0.062,0.338,174.932,alternative metal
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Hail to the King,5anCkDvJ17aznvK5TED5uo,False,80,Hail to the King,0ks45m1bsP2JsZpM5D2FFA,https://i.scdn.co/image/ab67616d0000b2730ea1ecb2d5271c2db402b0c2,2013-08-23,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,305907,3,0.000297,0.58,0.916,0.0259,0.126,-4.358,0,0.0387,0.683,118.004,alternative metal
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Afterlife,7zAt4tdL44D3VuzsvM0N8n,False,74,Avenged Sevenfold,3Id3VUk9jSKBD1guNo1buF,https://i.scdn.co/image/ab67616d0000b27333c52ca8309741c6999ca742,2007-10-26,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,352427,2,0.000429,0.487,0.949,2.91e-05,0.231,-4.217,0,0.0798,0.406,110.02,alternative metal
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Unholy Confessions,78XFPcFYN8YFOHjtVwnPsl,False,71,Waking The Fallen,3qyVLEW74vRMvVxNHjwKhk,https://i.scdn.co/image/ab67616d0000b273fd1f9d8bb6c1c9c2cb229837,2003-08-26,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,283827,2,0.000359,0.447,0.876,0.00103,0.255,-5.446,0,0.066,0.532,92.535,alternative metal
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Nightmare,4UEo1b0wWrtHMC8bVqPiH8,True,75,Nightmare,7vfuTRXIAYJz5Uc8SddnTr,https://i.scdn.co/image/ab67616d0000b273c34064a3c5e4a25892a091f3,2010-07-23,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,374453,2,0.000318,0.554,0.949,9.98e-05,0.2,-4.928,1,0.0787,0.233,129.984,alternative metal
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Welcome to the Family,0jqblvsI9LBY4irmLVqqEO,False,69,Nightmare,7vfuTRXIAYJz5Uc8SddnTr,https://i.scdn.co/image/ab67616d0000b273c34064a3c5e4a25892a091f3,2010-07-23,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,245573,2,0.00267,0.567,0.946,0.0,0.0567,-3.973,0,0.0935,0.699,94.985,alternative metal
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Gunslinger,7MOQrtXMNImAq5TrPZzC0w,False,72,Avenged Sevenfold,3Id3VUk9jSKBD1guNo1buF,https://i.scdn.co/image/ab67616d0000b27333c52ca8309741c6999ca742,2007-10-26,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,251533,2,0.0203,0.316,0.729,8.99e-06,0.207,-5.931,0,0.0356,0.367,163.127,alternative metal
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Buried Alive,4veeNpXDK1YRHMTJ1Cppsg,True,66,Nightmare,7vfuTRXIAYJz5Uc8SddnTr,https://i.scdn.co/image/ab67616d0000b273c34064a3c5e4a25892a091f3,2010-07-23,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,404387,9,0.00116,0.607,0.804,0.0,0.159,-5.209,0,0.0296,0.469,139.983,alternative metal
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Happy?,0INUE1K7cEiE8VH63Rv5RJ,True,73,Lost and Found,0dCRu5tVhx9fvbVZSxfjfP,https://i.scdn.co/image/ab67616d0000b273d23c71c684a6e4d669e8deff,2005,Mudvayne,2Pfv2w8a20xzC7Dr7QXRqM,216427,5,0.000823,0.546,0.97,2.08e-05,0.275,-2.661,0,0.097,0.383,100.065,"alternative metal, industrial metal, nu metal, rap metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Somewhere I Belong,3fjmSxt0PskST13CSdBUFx,False,77,Meteora (Bonus Edition),0f7R0jf0pcTb6K6IVVPcMD,https://i.scdn.co/image/ab67616d0000b27389a8fab8bf8cd2b77da1fd17,2003-09-16,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,213933,1,0.00038,0.451,0.951,2.39e-06,0.261,-3.754,1,0.0645,0.442,162.065,"alternative metal, nu metal, post-grunge, rap metal, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Crawling,57BrRMwf9LrcmuOsyGilwr,False,81,Hybrid Theory (Bonus Edition),6hPkbAV3ZXpGZBGUvL6jVM,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,2000-10-24,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,208960,4,0.0466,0.58,0.702,3.2e-06,0.536,-5.565,1,0.0337,0.299,105.076,"alternative metal, nu metal, post-grunge, rap metal, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,One Step Closer,3K4HG9evC7dg3N0R9cYqk4,False,82,Hybrid Theory (Bonus Edition),6hPkbAV3ZXpGZBGUvL6jVM,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,2000-10-24,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,157333,9,0.0014,0.492,0.969,1.32e-06,0.0787,-4.419,1,0.0491,0.538,95.136,"alternative metal, nu metal, post-grunge, rap metal, rock"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,The Diary of Jane - Single Version,0faXHILILebCGnJBPU6KJJ,False,77,Phobia (Clean Version),2usyeZYdUHKlNHKDKgAYSo,https://i.scdn.co/image/ab67616d0000b2735aa75a47afe2804e280bd149,2006-01-01,Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,200547,10,7.13e-05,0.392,0.964,0.0387,0.106,-4.441,0,0.0644,0.269,167.024,"alternative metal, nu metal, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Symphony Of Destruction - Remastered 2012,5mR858YsHYG761aUqZoGkD,False,70,Countdown To Extinction (Deluxe Edition - Remastered),0fWLW9j35eQTrOb8mHcnyX,https://i.scdn.co/image/ab67616d0000b2734be345f026469be09f12a92e,1992-06-14,Megadeth,1Yox196W7bzVNZI7RBaPnf,241907,4,0.00052,0.663,0.91,0.675,0.112,-5.131,0,0.0495,0.708,140.044,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,A Tout Le Monde - Remastered 2004,6olS0TmHmsGr0hXtcBsiVM,False,70,Youthanasia (Expanded Edition - Remastered),5UvUjC3G4UKSrwOeBA0qob,https://i.scdn.co/image/ab67616d0000b2733171798d5cfc745f0ba24c84,1994-10-28,Megadeth,1Yox196W7bzVNZI7RBaPnf,262133,5,0.000393,0.272,0.747,4.03e-05,0.16,-4.86,0,0.0401,0.255,202.777,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Trust - Remastered 2004 / Remixed,5emb8RDOZtpXlw6D0eEQbz,False,59,Cryptic Writings (Expanded Edition - Remastered),208z3e7R5PgavBMdEZQcvL,https://i.scdn.co/image/ab67616d0000b27376eff96fd2e3f9df3e71b276,1997-06-17,Megadeth,1Yox196W7bzVNZI7RBaPnf,311533,5,0.00365,0.578,0.775,0.102,0.196,-5.388,1,0.0509,0.306,132.038,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Tornado Of Souls - 2004 Remix,4E5xVW505akJX0wcKj8Mpd,False,68,Rust In Peace (2004 Remix / Expanded Edition),0qaLL09EtF1hiUis7PRvaJ,https://i.scdn.co/image/ab67616d0000b273be9fa5a89479b6af481938a0,1990-10-04,Megadeth,1Yox196W7bzVNZI7RBaPnf,319267,7,0.00203,0.519,0.982,0.00055,0.0971,-3.547,1,0.108,0.361,97.745,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Dystopia,0KiRc3f3OI9C7s0S1QjQNO,False,58,Dystopia,4sP7CAPrmdBD1ojBBrPxiV,https://i.scdn.co/image/ab67616d0000b273db38819ff1e73809f8be6107,2016-01-22,Megadeth,1Yox196W7bzVNZI7RBaPnf,299107,10,6.96e-05,0.273,0.988,0.0115,0.0891,-2.934,0,0.471,0.156,110.051,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Control,575Sz3R4xOhueUstPObylF,True,67,Come Clean,4oWz3E9jTrBe9sVkiX2sJ5,https://i.scdn.co/image/ab67616d0000b27353cf4c30b11cf78c7bf6b793,2001-08-28,Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,230067,6,0.00308,0.444,0.913,0.0,0.38,-3.452,1,0.0992,0.569,163.689,"alternative metal, nu metal, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,From Can to Can't,0cqkujgud4p3rTT5yJ4dz3,False,58,Sound City - Real to Reel,066mZjq57UkWDAM7A6PWce,https://i.scdn.co/image/ab67616d0000b273519c952e6e571b96ace69d0f,2013-03-08,Corey Taylor,0nhDd1RWjZ6SDV1Vg1Ku2Q,290280,6,0.00173,0.292,0.628,0.000457,0.107,-5.541,0,0.031,0.235,135.903,"alternative metal, alternative rock, nu metal, post-grunge"
wrapped 2023,3os3auQwfNuEbzZZlHnj8j,Chop Suey!,2DlHlPMa4M17kufBvI2lEN,False,86,Toxicity,6jWde94ln40epKIQCd8XUh,https://i.scdn.co/image/ab67616d0000b27330d45198d0c9e8841f9a9578,2001-09-04,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,210240,7,0.000278,0.417,0.934,0.0015,0.132,-3.908,0,0.119,0.287,127.066,"alternative metal, nu metal, rap metal, rock"
